Title,Content,URL,Program
Consolidated Benefits (CoBen),"Consolidated Benefits (CoBen)
Consolidated Benefits (CoBen) is a combined employer contribution towards your dental, vision, and health benefits. The benefit allowance is automatically established in the State Controller’s (SCO) payroll system. No enrollment form is required.

For more information on the program and eligibility please contact your department’s personnel office.",https://calhr.benefitsprograms.info/state-employee/general-benefits/consolidated-benefits-coben/,General Benefits
CASH OPTION (CoBen),"CASH OPTION (CoBen)
If you have qualifying group health or health and dental coverage through another source, such as your spouse, you may opt to receive cash in lieu of both your state-sponsored health and dental coverage or for your state-sponsored health coverage only. Qualifying group health coverage includes health coverage that provides minimum value as established by the federal Patient Protection Affordable Care Act (ACA) and is maintained by an employer or employee organization. All state California Public Employees’ Retirement System (CalPERS) health plans currently meet the law’s minimum value standards.

The ACA establishes a minimum value standard of benefits for a health plan. For a qualifying group health plan to meet the ACA’s minimum value standards, the plan must cover at least 60 percent of the total allowed costs of benefits provided under the plan. Employees may refer to their plan’s Summary of Benefits and Coverage document to determine if their coverage meets the law’s minimum value standards.

Employees enrolled in individual coverage, such as TRICARE, Medicare, Medi-Cal, and Covered California, are not eligible to receive cash in lieu of other health coverage, even if the coverage provides minimum value.

Benefits of the Cash Option
These payments are considered taxable income and are as follows:

$155 – if you decline both the state-sponsored health and dental plans
$130 – if you decline only the state-sponsored health plan
Note: You will not receive any CoBen Cash if you decline dental coverage only.

CoBen cash payments are included with your regular paycheck and are subject to the same payroll taxes (federal, state, and Social Security) as your regular salary. However, CoBen Cash payments are not considered compensation for retirement purposes. This additional cash is reported on your W-2 statement in the same tax year you received the CoBen Cash payment. 

For more information on the program and eligibility please contact your department’s personnel office.",https://calhr.benefitsprograms.info/state-employee/general-benefits/cash-option-coben/,General Benefits
Other Post-Employment Benefits (OPEB),"Other Post-Employment Benefits (OPEB)
Through the collective bargaining process and under the authority of Government Code section 22940 – 22944.5, OPEB (Other Post-Employment Benefits) is the method by which the State of California, as the employer, and its employees jointly prefund health benefits that current active employees will receive as state retirees.

All employees in positions that are eligible for health benefits, whether or not currently enrolled, prefund OPEB. The state prefunds a matching contribution. The OPEB Policy Statement provides the effective prefunding dates of the various employee groups.

For more information on the program and eligibility please contact your department’s personnel office.",https://calhr.benefitsprograms.info/state-employee/general-benefits/other-post-employment-benefits-opeb/,General Benefits
Basic Group Term Life Insurance for Excluded Employees,"Basic Group Term Life Insurance for Excluded Employees
An employer-paid Basic Group Term Life Insurance Plan is provided to active State employees who are designated managers, supervisors, confidential, and other specified excluded employees. Employees designated supervisory and confidential have $25,000 of basic insurance coverage and employees designated exempt and managerial have $50,000 coverage.

Please contact California Department of Human Resources, Benefits Division – (916) 324-0533 for more information.

Accelerated Benefit Option
Beneficiary Designation
Conversion Privilege
Enrollment
Reporting a Death
Supplemental Life Insurance",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/,Insurance
Basic Group Term Life Insurance for Excluded Employees,"Accelerated Benefit Option
An Accelerated Benefit Option is an important feature included in the basic and supplemental plans. If you are diagnosed as terminally ill with only a six month life expectancy, you may elect to receive up to seventy percent of the face value of the policy with a service charge of four percent of the amount paid. 

Another plan feature is the assignment of insurance policy ownership. Both your basic as well as any supplemental life insurance purchased can be assigned by gift or to a viatical settlement provider for viatical purposes. 

More Information
Contact MetLife directly at 1-800-252-8524.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/,Insurance
Basic Group Term Life Insurance for Excluded Employees,"Beneficiary Designation
CalPERS and departmental beneficiary designations do not apply to life insurance benefits payable under the Metropolitan Life Insurance (MetLife) program. Life insurance benefits will be paid according to the standard order of beneficiary as follows:

to the surviving spouse/domestic partner, if none, then
to the surviving natural and/or adopted children, if none, then
to the surviving parents, if none, then
to the estate
Benefits will be paid equally among surviving children or surviving parents. Family status changes, such as divorce and remarriage are automatically adjusted provided you have not designated a beneficiary other than above. 

If you wish to designate a beneficiary other than the standard order stated above, you must request a beneficiary form from MetLife at 1-800-252-8524. You must return the completed form to MetLife. Upon receipt of the completed form, MetLife will record and retain the original in your file. A signed copy will be returned to you for your records. This designation will not change with marriage, divorce, or any other family status changes. You must complete a new designation form if their family status change alters their desired beneficiaries.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/,Insurance
Basic Group Term Life Insurance for Excluded Employees,"Conversion Privilege
The basic and supplemental plan includes a Conversion Privilege. With this, you can:

convert to an individual policy in the event they lose eligibility status,
take a leave of absence, or
separate from State service.
This conversion will provide for coverage up to the face amount of the group policy.  When you retire, you can make arrangements with MetLife to have premiums deducted from your CalPERS check.  You must call MetLife at 1-800-252-8524 within 31 days of retiring.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/,Insurance
Basic Group Term Life Insurance for Excluded Employees,"Enrollment
When you move into an eligible classification, enrollment in the State-paid basic life insurance is automatic. Once the deduction code is established, the carrier (MetLife) will mail a packet of information to you.

Supplemental Life Insurance
You can apply for supplemental life insurance anytime by calling MetLife at 1-800-252-8524. They will answer questions and send you an application.

Cancellation
If you do not want this State-paid benefit, you must complete a Life Insurance Enrollment Authorization Form 698 to cancel the basic life insurance coverage.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/,Insurance
Basic Group Term Life Insurance for Excluded Employees,"Reporting a Death
Department personnel offices are responsible for immediately reporting the death of a covered employee to MetLife Insurance Company at 1-800-252-8524. The person reporting the death must have the following information available: 

Employee name
Bargaining unit affiliation
Social Security Number
Date of birth
Date of death
Marital or registered domestic partner status
Cause of death (if known), name, address, and phone number of next of kin on file, along with the name, department, and phone number of the person reporting of death
Claim number will always be Policy No. 74503
Employees are responsible for reporting the death of a covered spouse, registered domestic partner, or dependent directly to MetLife.",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/,Insurance
Basic Group Term Life Insurance for Excluded Employees,"Supplemental Life Insurance
Having basic group term life insurance allows you the opportunity to take advantage of the state’s group purchasing power by securing significant amounts of voluntary supplemental life insurance at a competitive rate.  You may elect coverage amounts in $10,000 increments up to eight (8) times your basic annual earnings, not to exceed $750,000.

Eligibility
You must be an active designated manager, supervisor, confidential, or specified excluded employee and have state paid basic group life insurance.

How to Know if you are Enrolled in the State Paid Basic Group Term Life Insurance Plan
Under the “employer contribution” section of your pay warrant/direct deposit advice you will see LIFE INS and a premium amount paid by the state.  If you do not see LIFE INS, then you are not enrolled in the Basic Group Term Life Insurance plan.  If you feel you should be enrolled, please contact your departmental personnel office.

Enrollment
You can enroll in supplemental life insurance at any time.

​Age	​Monthly Premium
Under 25	$0.60
25 to 29	$0.64
30 to 34	$0.78
35 to 39	$0.85
40 to 44	$1.05
45 to 49	$1.50
50 to 54	$2.22
55 to 59	$4.02
60 to 64	$6.09
65 to 69	$11.58
70 to 74	$18.69
75 and Older	$20.75
If you choose to enroll, your monthly premium will automatically be deducted from your payroll warrant.

Administration Fee
In addition to the monthly premium, there is a $0.50 administrative fee.

Leave of Absence (LOA)
You must contact Metropolitan Life Insurance (MetLife) within 30 days of the effective date of the LOA to make a direct payment or coverage will be cancelled.

Return from Leave of Absence
If you made direct payments while on a LOA, then premiums will be deducted from regular pay upon return from the LOA.  If your coverage was canceled during the LOA, you must contact MetLife to re-apply for coverage.

Loss of Eligibility
If you are no longer an eligible employee your coverage will continue unless you contact MetLife to terminate coverage.

Separation from State Employment
Please contact MetLife should you wish to convert your coverage to an individual plan.

Retirement
If you wish to continue your supplemental life insurance, you must contact MetLife within 30 days of retirement.

Beneficiary
CalPERS and departmental beneficiary designations do not apply to life insurance benefits payable under the MetLife plan.  Life insurance benefits will be paid according to the standard order of beneficiaries, unless you complete and submit the MetLife Beneficiary Designation form to MetLife.  Remember to retain a copy for your records.

Cancellation
You can cancel your supplemental insurance plan at any time by contacting MetLife.

Additional Life Insurance – Dependent Coverage
If you purchased $20,000 or more in supplemental life insurance, you can purchase additional life insurance for your spouse or domestic partner and/or dependent children up to age 23.

Cost for Dependent Life Insurance:
 

Flat Monthly Cost of Coverage

​Spouse or Domestic Partner	​Child(ren)	​Employee under 65	​Employee over 65
​$7,500	​$7,500	​$1.85	​$7.25
​$15,000	​$7,500	​$3.71	​$14.51
​$25,000	​$7,500	​$6.18	​$24.18
​$50,000	​$7,500	$​​12.35	​$48.35
Insurance Carrier
Metropolitan Life Insurance (MetLife)
Policy number 74503

For information, contact:
MetLife Customer Service
(800) 252-8524
https://www.metlife.com/soc/

Monday – Friday
8:00 a.m. – 4:30 p.m. PT
(excluding holidays)

CalHR Customer Service
lifeinsurance@calhr.ca.gov

Forms
MetLife Supplemental Enrollment & Beneficiary Designation 

Mail forms to:
MetLife Recordkeeping Center
P.O. Box 14402
Lexington,  KY  40512-4402",https://calhr.benefitsprograms.info/state-employee/insurance/basic-group-term-life-insurance/,Insurance
Common Carrier Travel and Accident Insurance for Excluded Employees,"Common Carrier Travel and Accident Insurance
The State of California provides an employer-paid Common Carrier Travel and Accident Insurance for active State employees designated manager, supervisor, confidential, and other specified, excluded employees. This insurance policy covers eligible employee anywhere in the world while they are a passenger on a common carrier for business-related travel. Employees are automatically covered by this policy when they enter an eligible class and terminated from it when they leave an eligible class.",https://calhr.benefitsprograms.info/state-employee/insurance/common-carrier-travel-and-accident-insurance/,Insurance
Common Carrier Travel and Accident Insurance for Excluded Employees,"Enrollment
When an employee moves into an eligible classification, enrollment in the State-paid Common Carrier Travel and Accident Insurance is automatic.",https://calhr.benefitsprograms.info/state-employee/insurance/common-carrier-travel-and-accident-insurance/,Insurance
Common Carrier Travel and Accident Insurance for Excluded Employees,"Level of Coverage
For Loss of:  

Life –  The Principal Sum

Hands or Both Feet or Sight of Both eyes – The Principal Sum

One Hand and One foot – The Principal Sum

One Hand or Foot and Sight of One Eye – The Principal Sum

Speech and Hearing – The Principal Sum

Either Hand or Foot – One-Half the Principal Sum

Speech or Hearing – One-Half the Principal Sum

Sight of One Eye – One-Half the Principal Sum

Thumb and Index Finger – One-Quarter the Principal Sum ",https://calhr.benefitsprograms.info/state-employee/insurance/common-carrier-travel-and-accident-insurance/,Insurance
Common Carrier Travel and Accident Insurance for Excluded Employees,"Beneficiary Designation
Benefits payable under this program are paid according to the standard order of beneficiary. The standard order of beneficiary is as follows:

the beneficiary designated for the insured employee’s group life insurance coverage, otherwise:
the insured employee’s surviving spouse/domestic partner, if none;
the insured employee’s surviving child or children, in equal shares, otherwise;
the insured employee’s parents, in equal shares or the surviving parent, if none;
the insured employee’s surviving brother(s) or sister(s), in equal shares or the survivors of them, if none;
the insured employee’s Executor or Administrator.
Family status changes, such as divorce and remarriage are automatically adjusted, provided an employee has not designated a beneficiary other than above.

Employees who have questions or wish to designate a beneficiary other than the standard order stated above should contact DGS at (916) 445-2162 or CalHR at (916) 324-0533.",https://calhr.benefitsprograms.info/state-employee/insurance/common-carrier-travel-and-accident-insurance/,Insurance
Group Legal Services Insurance,"Group Legal Services
The Group Legal Services Insurance Plan (Plan) is a voluntary insurance plan that is available to eligible state employees. It is an important part of the state’s benefits package because it connects you with network attorneys and other legal resources to help you resolve life’s legal issues. Eligible state employees can enroll online by visiting the ARAG legal site and selecting the “View Plans” and “Enroll Now” tabs to enroll.

Contact Information
ARAG Insurance Company
500 Grand Avenue Suite 100
Des Moines, IA  50309-9958

ARAG Customer Service:

Monday-Friday, 5:00 a.m. – 5:00 p.m., Pacific Time
Toll-free (866) 762-0972
TTY (800) 383-4184 (or 711 to reach a relay operator)

For more information on this program and eligibility please contact your department’s personnel office.",https://calhr.benefitsprograms.info/state-employee/insurance/group-legal-services/,Insurance
Group Long-Term Disability Insurance (LTD)– Excluded Employees Only,"Group Long-Term Disability Insurance (LTD)– Excluded Employees Only
Group Long-Term Disability (LTD) is a voluntary insurance plan that is available to eligible excluded state employees only. This benefit replaces a portion of your income in the event you cannot work for six months or more due to a covered illness or injury. By protecting your income and helping you to meet your financial commitments in a time of need, this benefit can be key to maintaining your standard of living. Eligible excluded state employees can enroll online by visiting the Standard Insurance website and select the “Enroll Now” tab.

Contact Information
Standard Insurance

900 SW Fifth Avenue

Portland, OR  97204-9805

 

Direct Customer Service Line: (971) 321-6448

Toll-Free Customer Service Line: (888) 641-7193

Email: socltdforms@standard.com

Hours of Operation: Monday 5:00 a.m. to 5:00 p.m. Pacific Time

 

Website: standard.com/mybenefits/california

Enroll Now: standard.benselect.com/Enroll

For more information, contact LTD@calhr.ca.gov

For more information on this program and eligibility please contact your department’s personnel office.",https://calhr.benefitsprograms.info/state-employee/insurance/group-long-term-disability/,Insurance
